date,event_time,security,previous_close,open,high,low,close,high_limit,low_limit,engine_rejection_reason,jq_trade_quantity,jq_trade_price,jq_trade_time
2026-06-16,14:00,300929.XSHE,10.880000114440918,10.829999923706055,11.170000076293945,10.5600004196167,10.899999618530273,13.06,8.700000000000001,limit down,0,,
2026-06-16,14:00,300417.XSHE,11.210000038146973,11.109999656677246,11.550000190734863,10.850000381469727,11.479999542236328,13.450000000000001,8.97,limit down,0,,
2026-06-16,14:00,300405.XSHE,5.800000190734863,5.889999866485596,6.050000190734863,5.659999847412109,5.960000038146973,6.96,4.64,limit down,0,,
2026-06-16,14:00,600561.XSHG,5.5,5.5,5.570000171661377,5.28000020980835,5.519999980926514,6.05,4.95,limit down,0,,
2026-06-16,14:00,301167.XSHE,13.890000343322754,13.880000114440918,14.109999656677246,13.569999694824219,13.9399995803833,16.67,11.11,limit down,0,,
2026-06-16,14:00,600697.XSHG,10.760000228881836,10.779999732971191,10.800000190734863,10.5,10.670000076293945,11.84,9.68,limit down,0,,
2026-06-16,14:00,300500.XSHE,9.960000038146973,10.149999618530273,10.210000038146973,9.850000381469727,10.130000114440918,11.950000000000001,7.97,limit down,0,,
2026-06-16,14:00,600493.XSHG,5.980000019073486,6.03000020980835,6.03000020980835,5.809999942779541,5.949999809265137,6.58,5.38,limit down,0,,
2026-06-16,14:00,300535.XSHE,14.979999542236328,14.989999771118164,15.279999732971191,14.520000457763672,15.0600004196167,17.98,11.98,limit down,0,,
2026-06-16,14:00,603879.XSHG,4.820000171661377,4.809999942779541,4.829999923706055,4.639999866485596,4.75,5.3,4.34,limit down,0,,
2026-06-17,14:00,301098.XSHE,8.399999618530273,8.210000038146973,8.699999809265137,8.210000038146973,8.600000381469727,10.08,6.72,limit down,1800,8.21,09:30:00
2026-06-17,14:00,600455.XSHG,23.8799991607666,23.81999969482422,24.020000457763672,23.25,23.389999389648438,26.27,21.490000000000002,limit down,0,,
2026-06-17,14:00,300929.XSHE,10.899999618530273,11.050000190734863,11.050000190734863,10.520000457763672,10.600000381469727,13.08,8.72,limit down,0,,
