date,jq_total_asset,local_total_asset,asset_diff,asset_diff_pct,jq_cash,local_cash,cash_diff,jq_position_value,local_position_value,position_value_diff,jq_position_count,local_position_count,position_count_diff,jq_daily_return,local_daily_return,daily_return_diff,jq_cum_return,local_cum_return,cum_return_diff,match_status,diff_reason
2025-04-10,1029465.13,1029544.84,-79.70999999996275,-7.742256277051784e-05,6206.13,,,1023259.0,,,2,,,0.0038487861740679197,0.0038484870443955543,2.9912967236533916e-07,0.029567057138656816,0.0296467750307281,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-11,1018552.13,1018631.84,-79.70999999996275,-7.825202086748314e-05,6206.13,,,1012346.0,,,2,,,-0.010600650456222827,-0.010599829726697485,-8.207295253415126e-07,0.018652976644687902,0.018732694536759187,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-14,1018517.13,1018596.84,-79.70999999996275,-7.825470968470975e-05,6206.13,,,1012311.0,,,2,,,-3.436250238852967e-05,-3.4359813453344046e-05,-2.688935185624075e-09,0.01861797317934477,0.018697691071416056,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-15,1023008.13,1023087.84,-79.70999999996275,-7.791119870993946e-05,6206.13,,,1016802.0,,,2,,,0.004409351465693989,0.004409006413175209,3.4505251877980925e-07,0.02310941783236542,0.023189135724436705,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-16,1018447.13,1018526.84,-79.70999999996275,-7.826008787354366e-05,6206.13,,,1012241.0,,,2,,,-0.004458420090952764,-0.004458072730099127,-3.4736085363640257e-07,0.01854796624865873,0.018627684140729794,-7.971789207106283e-05,small_diff,cascade_residual
2025-04-17,1014981.13,1015060.84,-79.70999999996275,-7.852731270764297e-05,6206.13,,,1008775.0,,,2,,,-0.003403220351752556,-0.003402954015428783,-2.663363237731531e-07,0.015081623080684947,0.015161340972756232,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-18,1016122.13,1016201.84,-79.70999999996275,-7.843914157837261e-05,6206.13,,,1009916.0,,,2,,,0.0011241588304207184,0.0011240705532487016,8.827717201675966e-08,0.016222736050869102,0.016302453942940387,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-21,1015115.13,1015194.84,-79.70999999996275,-7.851694754473215e-05,6206.13,,,1008909.0,,,2,,,-0.0009910226047334936,-0.0009909448697711376,-7.773496235596866e-08,0.015215636347998496,0.01529535424006978,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-22,1015552.13,1015631.84,-79.70999999996275,-7.848316374165932e-05,6206.13,,,1009346.0,,,2,,,0.0004304930417105002,0.0004304592407109453,3.380099955485605e-08,0.015652679615281828,0.015732397507353113,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-23,1013200.13,1013279.84,-79.70999999996275,-7.866533691222234e-05,6206.13,,,1006994.0,,,2,,,-0.0023159815537977524,-0.0023157997882382597,-1.817655594926748e-07,0.0133004467442277,0.013380164636298986,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-24,1013557.13,1013636.84,-79.70999999996275,-7.863763120523791e-05,6206.13,,,1007351.0,,,2,,,0.0003523489480798947,0.00035232123043127395,2.771764862075088e-08,0.013657482090726925,0.01373719998279821,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-25,1014003.13,1014082.84,-79.70999999996275,-7.860304588130369e-05,6206.13,,,1007797.0,,,2,,,0.000440034396482325,0.0004399997932198474,3.4603262477617136e-08,0.014103526249098719,0.014183244141170004,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-28,1013985.13,1014064.84,-79.70999999996275,-7.860444111242704e-05,6206.13,,,1007779.0,,,2,,,-1.775142449511602e-05,-1.7750029179031124e-05,-1.3953160848956259e-09,0.014085524466922239,0.014165242358993524,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-29,1016551.13,1016630.84,-79.70999999996275,-7.840604166598247e-05,6206.13,,,1010345.0,,,2,,,0.0025306091027192945,0.002530410185605181,1.9891711411368362e-07,0.016651778526074024,0.01673149641814531,-7.971789207128488e-05,small_diff,cascade_residual
2025-04-30,1020794.13,1020873.84,-79.70999999996275,-7.808016708505602e-05,6206.13,,,1014588.0,,,2,,,0.004173916957821877,0.004173589697515023,3.27260306853816e-07,0.020895198624663935,0.02097491651673522,-7.971789207128488e-05,small_diff,cascade_residual
2025-05-06,1027510.32,1027590.03,-79.71000000007916,-7.756984563199699e-05,822083.32,,,205427.0,,,10,,,0.006579377567541345,0.006578863848641703,5.137188996418018e-07,0.027612053593305763,0.027691771485377048,-7.971789207128488e-05,small_diff,cascade_residual
2025-05-07,1028690.32,1028770.03,-79.71000000007916,-7.748087296057717e-05,822083.32,,,206607.0,,,10,,,0.0011484069571194855,0.0011483178753690648,8.908175042066091e-08,0.02879217042487192,0.028871888316943428,-7.971789207150692e-05,small_diff,cascade_residual
2025-05-08,1031631.32,1031711.03,-79.71000000007916,-7.726000564332355e-05,822083.32,,,209548.0,,,10,,,0.0028589750898015964,0.00285875357391574,2.2151588585650472e-07,0.03173346161269963,0.031813179504770916,-7.971789207128488e-05,small_diff,cascade_residual
2025-05-09,1027692.46,1027772.17,-79.71000000007916,-7.755609883859684e-05,623189.46,,,404503.0,,,11,,,-0.0038180888110298516,-0.0038177938254667643,-2.949855630873799e-07,0.02779421162695095,0.027873929519022456,-7.971789207150692e-05,small_diff,cascade_residual
2025-05-12,1032116.46,1032196.17,-79.71000000007916,-7.722369285683278e-05,623189.46,,,408927.0,,,11,,,0.004304789781176321,0.0043044559184746145,3.338627017068774e-07,0.032218649646315045,0.03229836753838633,-7.971789207128488e-05,small_diff,cascade_residual
2025-05-13,1027831.46,1027911.17,-79.71000000007916,-7.754561126140808e-05,623189.46,,,404642.0,,,11,,,-0.004151663272572992,-0.004151342665803526,-3.20606769466103e-07,0.02793322538931342,0.028012943281384928,-7.971789207150692e-05,small_diff,cascade_residual
2025-05-14,1023274.46,1023354.17,-79.71000000007916,-7.789092216244076e-05,414960.46,,,608314.0,,,12,,,-0.004433606264591328,-0.004433262457883447,-3.438067078809226e-07,0.023375774201645827,0.023455492093717334,-7.971789207150692e-05,small_diff,cascade_residual
2025-05-15,1026855.46,1026935.17,-79.71000000007916,-7.761931067185007e-05,414960.46,,,611895.0,,,12,,,0.0034995498666114955,0.0034992772834452346,2.7258316626088686e-07,0.02695712875574685,0.027036846647818136,-7.971789207128488e-05,small_diff,cascade_residual
2025-05-16,1029557.46,1029637.17,-79.71000000007916,-7.741562010633238e-05,414960.46,,,614597.0,,,12,,,0.002631334306777644,0.0026311300644226154,2.0424235502858323e-07,0.02965939628023162,0.029739114172303127,-7.971789207150692e-05,small_diff,cascade_residual
2025-05-19,1042894.46,1042966.17,-71.71000000007916,-6.875582551261386e-05,214430.46,,,828464.0,,,12,,,0.01295410942872488,0.012945336851038602,8.772577686277927e-06,0.04299771677396058,0.043069433873953455,-7.171709999287401e-05,small_diff,cascade_residual
2025-05-20,1062797.46,1062887.17,-89.70999999996275,-8.440218541725624e-05,214430.46,,,848367.0,,,12,,,0.019084385585862673,0.019100331892835776,-1.594630697310251e-05,0.0629026873660492,0.06299240624821856,-8.971888216935398e-05,small_diff,cascade_residual
2025-05-21,1048617.46,1048697.17,-79.70999999996275,-7.60085964568425e-05,214430.46,,,834187.0,,,12,,,-0.013342147054058673,-0.01335042928404151,8.282229982836675e-06,0.04872128340705717,0.048801001299128455,-7.971789207128488e-05,small_diff,cascade_residual
2025-05-22,1031445.46,1031514.17,-68.71000000007916,-6.661081543851128e-05,4678.46,,,1026767.0,,,12,,,-0.016375847871157867,-0.01638509237132768,9.244500169813819e-06,0.03154758321073792,0.031616300013701304,-6.871680296338667e-05,small_diff,cascade_residual
2025-05-23,1018482.46,1018551.17,-68.71000000007916,-6.745856469840309e-05,4678.46,,,1013804.0,,,12,,,-0.012567799755500375,-0.012566962604110388,-8.371513899874117e-07,0.01858329974667483,0.01865201654963844,-6.871680296360871e-05,small_diff,cascade_residual
